instructions,ingredients,title
"Make the sauce:
In a medium mixing bowl, stir together the yogurt and lemon zest and juice. Season, to taste, with a couple pinches of salt. Sauce can be made ahead of time and refrigerated until ready to use. Bring to room temperature before using.
Cut the brioche into about 1/3 to 1/2-inch thick slices and then use a small glass to cut out as many circles as possible, about 3 inches in diameter, from each slice. Place the bread ""buns"" in an airtight container until ready to use so that they stay moist and soft.
Make the burgers:
Preheat the grill.
Combine all ingredients in a mixing bowl and work together until they are fully incorporated. Using a small ice cream scoop, scoop the mixture into little balls about 1 to 1 1/2 inches big and place them on a parchment paper-lined baking pan. Using your hands, flatten burgers to about 1/2-inch thick and just a couple inches in diameter.
Once the grill is hot, place them on the grill and cook, about 2 to 3 minutes per side or until fully cooked through; cook time varies based on how hot your grill is.
Place the cooked mini burgers on top of the cut brioche and add a piece of lettuce and a tomato slice. Top with a dollop of the lemon yogurt sauce and serve.","['1 pint plain Greek-style yogurt, preferably full-fat', '1/2 lemon, zested and juiced', 'Kosher salt', '1 loaf brioche bread', '2 pounds ground lamb (preferably shoulder meat)', '1/2 teaspoon ground cumin', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground coriander', '1 teaspoon salt', 'About 20 grinds fresh black pepper', '2 cloves garlic, pressed', '1 small head red leaf lettuce, washed, dried, trimmed and torn into small pieces', '4 ripe plum tomatoes, cut into 1/4-inch thick rounds']",Mini Moroccan Lamb Burgers on Brioche Rounds with Lemon Yogurt Sauce
"To a cocktail shaker, add ice and mint leaves. Close shaker and shake a few times to bruise mint leaves. Add remaining ingredients and shake to combine. Pour into ice tea glass and garnish with lime wedge or wheel.","['Ice', '15 whole mint leaves', '2 cups pre-made sweetened iced tea', '1 splash Roses lime juice', '1 cup vodka', 'Lime wedges or wheels, for garnish']",Moroccan Mint Tea Cocktail
"Watch how to make this recipe.
In a bowl combine cumin, coriander, paprika, cayenne pepper, garlic, salt, pepper and lemon juice. Whisk well. Add olive oil slowly. Add parsley and cilantro. Reserve 1/4 of charmoula. Add peppers, lemon, tomatoes and olives to remaining charmoula to make a relish. Place swordfish on sheet pan. Rub with salt, pepper and reserved charmoula. Grill swordfish on medium heat until just cooked through. Remove fish from heat and arrange on platter. Top with charmoula relish.","['4 teaspoons cumin seed, toasted and ground', '2 teaspoons coriander seed, toasted and ground', '2 tablespoons paprika', '1/2 teaspoon cayenne pepper', '4 cloves garlic, minced and Sauteed briefly', '1 teaspoons kosher salt', '1/3 teaspoon freshly ground black pepper', '2 ounces fresh lemon juice', '1 cup extra-virgin olive oil', '2 tablespoons (about 1/4 bunch) chopped Italian flat-leaf parsley', '2 tablespoons (about 1/4 bunch) chopped cilantro', '1 grilled red bell pepper, julienne', '1 preserved lemon, pulp removed, fine julienne', '1/2 cup small cherry tomatoes, halved', '8 oil-cured olives, pitted and halved', '8 swordfish steaks']",Grilled Swordfish with Moroccan Charmoula
"Pre-heat the oven to 350 degrees.
Pre-heat grill.
Heat the olive oil in a saute pan over medium heat, add the shallots and garlic, and season. Saute until the vegetables are translucent, about 5 minutes. Add the harissa and stir. Cook for 3-5 minutes. Add the tomatoes and 4 tablespoons of the spice blend, or to taste.
Toast the above in a pre-heated 350 degree oven for five minutes (or on the stove over medium heat). Grind the mixture in a spice or coffee grinder.
Coat the salmon.
Finish the Sauce:
Working in batches, puree the mixture in a food processor, until the liquid is smooth. Set aside until ready to use. Makes enough for at least twelve fillets.
Heat saute pan, add stock and lentils and simmer until liquid almost evaporates. Stir in butter, season and serve.
Bring two saute pans to high heat, add the olive oil, and when hot, add salmon fillets, skin-side down (do not crowd pan). Shake pans to be sure the fillets are not sticking. Add the butter little bits at a time, shaking the pan to incorporate the butter into the oil. Place pan in oven for 4-5 minutes to roast.
Make the tzatziki: 32 ounces yogurt 2 English cucumbers, peeled, seeded and diced 4 cloves of garlic, minced 2 tablespoons fresh dill, chopped 1 tablespoon fresh mint, chopped 3 tablespoons extra virgin olive oil 1 1/2 tablespoons fresh lemon juice Salt and pepper to taste
Place yogurt in cheese cloth, tie the end closed with kitchen string and hang it on a rack, above a bowl, in the refrigerator. Allow to drain for two hours or overnight. Discard the liquid in the bowl, and blend the yogurt with the remaining ingredients.
Combine oil, garlic and salt. Using a pastry brush, coat the bread lightly with the oil and place on grill. Cook to mark bread, turn to mark other side and serve.
To serve:
Mound lentils in center of plate. Place salmon fillet on top, skin side up. Surround with sauce. Present with side dishes of tzatziki and nan bread.","['1/2 cup olive oil', '1 cups shallots, peeled and chopped', '1/4 cup garlic, peeled and chopped', 'Salt and pepper to taste', '1 tablespoon harissa', '2 beefsteak tomatoes (or 6 plum), chopped', '1/2 cup coriander seeds', '1/4 cup cumin seed', '1/2 cup fennel seed', '2 tablespoons cloves', '1/4 cup cardamom', '5 cups blanched lentils', '1/2 cup chicken stock', '1 tablespoon butter', 'Salt and pepper', 'Six 7-ounce skin-on boneless fillets', 'Salt', 'Spice blend for seasoning', 'Butter (1/2 teaspoon per fillet) and olive oil for sauteing', '1/2 cup olive oil', '2 cloves garlic, minced', 'Salt', '6 pieces nan bread (or other Mediterranean flat bread)']","Crisp Atlantic Salmon on Lentils with Moroccan Spiced Tomato Sauce with Harissa, Served with Tzatziki and Grilled Nan Bread"
"Stir together the yogurt, lemon juice, olive oil, garlic, coriander, cumin, 1/4 teaspoon salt, and pepper to taste in a small bowl. Pour half of the sauce into a large resealable plastic bag; cover and refrigerate the remaining sauce. Add the salmon to the bag and turn to coat with the marinade. Refrigerate for 20 to 30 minutes, turning the bag over once.
Preheat a grill to medium-high. Remove the salmon from the marinade and blot off excess yogurt with paper towels. Lightly oil the grill and add the salmon; cook, turning once, until browned on the outside and opaque in the center, 4 to 6 minutes per side, depending on the thickness. Serve with the reserved yogurt sauce and garnish with the herbs and lemon wedges.
Photograph by Antonis Achilleos","['1/2 cup plain yogurt', 'Juice of 1 lemon, plus lemon wedges for garnish', '1 tablespoon extra-virgin olive oil, plus more for the grill', '2 to 3 cloves garlic, smashed', '1 1/2 teaspoons ground coriander', '1 1/2 teaspoons ground cumin', 'Kosher salt and freshly ground pepper', '4 6-ounce skinless center-cut salmon fillets', '1/4 cup chopped fresh cilantro or parsley, for garnish']",Moroccan Grilled Salmon
"Toast the above in a preheated 350 degree oven for five minutes (or on the stove over medium heat). Grind the mixture in a spice or coffee grinder. Keep in a glass jar, covered tightly. Makes enough for at least 12 7-ounce fillets. Will hold its flavor for 4 weeks. Heat the olive oil in a saute pan over medium heat, add the shallots and garlic, and season. Saute until the vegetables are translucent, about 5 minutes. Add the harissa and stir. Cook for 3-5 minutes. Add the tomatoes and 4 tablespoons of the spice blend, or to taste. Working in batches, puree the mixture in a food processor, until the liquid is smooth. Set aside until ready to use. Makes enough for at least twelve fillets. Preheat oven to 350 degrees. Bring two saute pans to high heat, add the olive oil, and when hot, add salmon fillets, skin-side down (do not crowd pan). Shake pans to be sure the fillets are not sticking. Add the butter little bits at a time, shaking the pan to incorporate the butter into the oil. Place pan in oven for 4-5 minutes to roast. To prepare the lentils: Use a blend of yellow and green lentils, and simply follow the preparation directions on the package. Prepare 3/4 to 1 cup of lentils per serving. To serve, mound lentils in center of plate. Place salmon fillet on top, skin side up. Surround with sauce.","['1/2 cup coriander seeds', '1/4 cup cumin seed', '1/2 cup fennel seed', '2 tablespoons cloves', '1/4 cup cardamom', '1/2 cup olive oil', '1 cup shallots, peeled and chopped', '1/4 cup garlic, peeled and chopped', 'Salt and pepper to taste', '14.875-ounce can harissa (Mediterranean product found in specialty food stores)', '12-15 beefsteak tomatoes, chopped', 'Six 7-ounce skin-on boneless fillets', 'Salt', 'Spice blend for seasoning', 'Butter (1/2 teaspoon per fillet) and olive oil for sauteing']",Crisp Atlantic Salmon Fillet on Mixed Lentils with Moroccan Spiced Tomato Sauce with Harissa
"Put the couscous in a medium heatproof bowl; add 1 cup boiling water and stir. Cover with plastic wrap and set aside.
Heat the olive oil in a large pot or Dutch oven over medium-high heat. Add the onion and cook, stirring often, until it starts softening, about 5 minutes. Stir in the paprika, cumin, 1 teaspoon salt and a few grinds of pepper. Cook, stirring, until the onion is coated, about 1 minute. Stir in 1/2 cup water, the tomatoes, green beans, olives and brine, and cilantro. Bring to a simmer and cook until slightly reduced, about 5 minutes.
Stir in the mussels. Cover and cook until they start opening, 3 to 5 minutes. Stir in the shrimp; continue to cook, covered, until the mussels are open and the shrimp are opaque, about 5 minutes. (Discard any unopened mussels.) Fluff the couscous with a fork. Divide among bowls; top with the seafood stew and more cilantro.
Photograph by Ryan Dausch","['1 cup couscous', '2 tablespoons extra-virgin olive oil', '1 onion, halved and thinly sliced', '1 tablespoon paprika', '1 tablespoon ground cumin', 'Kosher salt and freshly ground pepper', '1 26-ounce box chopped tomatoes (such as Pomi) or two 14 1/2-ounce cans diced tomatoes', '8 ounces green beans, trimmed and cut into 1-inch pieces', '1/2 cup pitted green olives, plus 1/4 cup brine', '1/2 cup roughly chopped fresh cilantro, plus more for topping', '2 pounds mussels, scrubbed and debearded', '12 ounces medium shrimp, peeled and deveined']",Moroccan Seafood Stew with Couscous
"Cook carrots in two cups water covered until just tender (approximately 6 minutes). In a medium sized bowl, mix cayenne, cumin, honey and lemon juice. Whisk in olive oil. Drain excess water (if any) and toss warm carrots with vinaigrette. Season with salt and pepper. Serve warm or at room temperature.","['6 to 8 medium carrots, peeled and sliced in 1/4-inch rounds', '2 cups water', '1/4 teaspoon cayenne pepper', '3 teaspoons ground cumin', '1 tablespoon honey', '3 teaspoons fresh lemon juice', '1/3 cup olive oil', '1 cup mint leaves, washed and chopped']",Moroccan Carrot Salad
"Spice Rub: Mix all ingredients together in a small bowl;
Lamb: Preheat grill to high and attach rotisserie. Brush the lamb with oil, season with salt and rub completely with spice rub. Sear the lamb on both sides until golden brown, about 5 to 6 minutes per side. Attach the lamb to the rotisserie and cook with the cover closed for 1 1/4 to 1 1/2 hours for medium rare doneness.
Apricot Chutney: Preheat grill or side burner. Heat oil in a medium saucepan over medium-high heat. Add onions and cook until soft and lightly golden, approximately 6 to 7 minutes. Add garlic and ginger and jalapeno and cook for 2 minutes. Add apricots, sugar and vinegar and bring to a boil. Reduce heat and simmer for 30 minutes, stirring occasionally. Add cilantro and season with salt and pepper to taste. Serve at room temperature.","['1/4 cup Hungarian paprika', '2 tablespoons light brown sugar', '1 tablespoon ground cumin', '1 tablespoon ground cinnamon', '2 teaspoons ground ginger', '2 teaspoons ground coriander', '4 cloves garlic, smashed to a paste', '1 teaspoon kosher salt', '1 teaspoon freshly ground black pepper', '1 boneless leg of lamb (7 pounds)', 'Spice rub', '1/4 cup olive oil', 'Salt and freshly ground pepper', '2 tablespoons olive oil', '1 large yellow onions, finely sliced', '2 cloves garlic, finely chopped', '1 tablespoon finely chopped fresh ginger', '1 jalapeno, finely chopped', '2 cups apricots, soaked in hot water for 30 minutes, drained, then coarsely chopped', '3 tablespoons light brown sugar', '1 cup cider vinegar', '1/4 cup coarsely chopped cilantro', 'Salt and freshly ground pepper']",Moroccan Spice Rubbed Leg of Lamb with Apricot Chutney
"Remove excess fat from chicken, rinse well inside and out and pat dry. Rub chickens with lemon inside and out and under skin of breasts. Rub with sea salt and set aside to marinate in a nonreactive baking dish, covered and refrigerated, overnight. Next day, rinse chickens again and pat dry.
In a flameproof casserole large enough to hold both chickens combine cilantro, parsley, garlic, ginger, saffron, preserved lemon and pepper to taste. Add 1/4 cup water and chickens, turning to coat thoroughly, and rubbing some of the mixture inside. Add reserved giblets, except livers. Pour oil over and bring to a simmer over low heat. When chicken begins to sizzle, add onions, cover and cook for 30 minutes. Add livers and paprika and continue to cook, covered, 1 hour more.
Remove chickens to a carving board and let rest, covered loosely with foil, while you finish the sauce. Cut giblets into small pieces and return to sauce. Using a fork, crush livers into sauce to thicken. Sauce should be thick -- if it is thin, boil until reduced and thickened. Add butter and olives. Heat, swirling pan, until sauce is emulsified. To serve, cut chickens into quarters and arrange on a warmed platter. Spoon sauce over and garnish with lemon peel.","['2 small whole chickens, about 21/2 lbs each, giblets reserved', '1 lemon, quartered', 'Sea salt and freshly ground black pepper', '1/3 cup chopped cilantro', '1/3 cup minced parsley', '2 Tbsp minced garlic', '1 Tbsp powdered ginger', '1/4 tsp saffron threads', '1 preserved lemon, cut into small pieces', 'cup olive oil', '2 large onions, thinly sliced', '1 Tbsp paprika', '2 Tbsp butter', '1 cup black or violet olives', 'Preserved lemon peel, for garnish']",Moroccan Chicken with Preserved Lemons
