name,steps,description,ingredients
moroccan carrot soup,"['melt butter in large saucepan over medium-high heat', 'add onion , saute 2 minutes', 'mix in carrots', 'add broth , bring to a boil', 'reduce heat , cover and simmer until carrots are very tender , about 20 minutes', 'stir cumin seeds in small skillet over med-high heat until fragrant , 4-5 minute', 'cool and then finely grind in spice mill', 'remove soup from heat', 'puree in batches in blender until smooth', 'return to same pan', 'whisk in honey , lemon juice and allspice', 'season with salt and pepper', 'ladle soup into bowls', 'drizzle yogurt over , sprinkle generously with cumin']",this recipe comes from the bon appetit test kitchen. found on my search for zwt recipes.,"['butter', 'white onion', 'carrot', 'low sodium chicken broth', 'cumin seeds', 'honey', 'lemon juice', 'ground allspice', 'plain yogurt']"
moroccan carrot chickpea salad,"['in a large bowl , combine the lemon zest , juice , coriander , cayenne and salt', 'whisk in the olive oil', 'stir in the carrots , chickpeas , raisins , cashews , cilantro and mint', 'toss to coat', 'let stand at least 5 minutes']",from everyday with rachel rae,"['lemon', 'coriander powder', 'cayenne pepper', 'salt', 'olive oil', 'carrots', 'chickpeas', 'raisins', 'cashews', 'cilantro leaf', 'mint leaf']"
moroccan carrots,"['soak the currants in hot water to cover for 30 minutes', 'drain and reserve 1 / 4 cup soaking liquid', 'thinly slice the carrots or cut into julienne on a mandoline', 'you should have about 5 cups', 'heat the butter in a large saute pan over low heat', 'add the sugar , spices , and carrots', 'cook , stirring constantly , 2-3 minutes', 'stir in the orange juice and currants with reserved soaking liquid', 'turn up heat to bring to boiling , then reduce heat and simmer , covered , until tender', 'season to taste with salt and pepper', 'sprinkle with mint or parsley and serve hot']","a good accompaniment for chicken or lamb. from joyce goldstein's ""the mediterranean kitchen"", 1989.","['currants', 'carrots', 'unsalted butter', 'brown sugar', 'cinnamon', 'ground cumin', 'cayenne', 'fresh orange juice', 'salt', 'of fresh mint']"
moroccan casserole,"['heat oil in a flameproof casserole dish', 'add onion and cook , stirring occasionally , 5 minutes , or until soft', 'add eggplant , cover and cook 5 minutes', 'add garlic , cumin , turmeric , ginger , paprika , and allspice and cook , stirring , 1 minute', 'stir in tomatoes , chickpeas , raisins , cilantro and parsley', 'season with salt and pepper', 'bring to a boil , reduce heat , and simmer 45 minutes or until vegetables are tender', 'serve hot']",i thought it looked tasty. found it in an old cook book.,"['olive oil', 'onion', 'eggplant', 'garlic cloves', 'ground cumin', 'turmeric', 'ground ginger', 'paprika', 'ground allspice', 'crushed tomatoes', 'chickpeas', 'raisins', 'fresh cilantro', 'fresh parsley', 'salt and pepper']"
moroccan cauliflower couscous salad,"['heat coconut oil in large skillet set over medium heat', 'cook cauliettes , garlic , cumin , paprika , coriander , salt , cinnamon and pepper for about 5 minutes or until well coated and cauliettes start to soften', 'stir in water', 'cook for 3 to 5 minutes or until no liquid remains and cauliettes are tender', 'stir in lemon juice', 'remove from heat and let cool completely', 'toss together cooled cauliettes , chickpeas , red pepper , red onion , orange juice , apricots , almonds and 2 tbsp cilantro', 'cover and refrigerate for about 30 minutes or until chilled', 'sprinkle with remaining cilantro , pomegranate seeds and mint']",there's no time like springtime to fill up on farm-fresh greens and crisp vegetables. take advantage of nature's peak season by eating easy dinner salads all week.,"['cauliflower', 'coconut oil', 'garlic clove', 'paprika', 'salt', 'pepper', 'water', 'lemon juice', 'chickpeas', 'red pepper', 'red onion', 'orange juice', 'dried apricot', 'toasted almond', 'fresh cilantro', 'pomegranate seeds', 'of fresh mint']"
moroccan cauliflower soup,"['in a large saucepan , melt 2 tbsp of butter in the olive oil', 'add the onion and garlic and cook over moderate heat , for about 5 minutes , until softened', 'add the cauliflower and coriander and season with salt & pepper', 'cover and cook for 5 minutes , stirring occasionally', 'add the stock and bring to a boil', 'cover and simmer over moderate heat until cauliflower is softened', 'about 15 minutes', 'puree the soup in a blender or with an immersion blender until smooth', 'in a medium bowl , whisk the egg with the cornstarch', 'whisk in the yogurt', 'whisk the mixture into the soup and bring to a boil over moderate heat , whisking constantly until slightly thickened', '2 - 3 minutes', 'season with salt and pepper and stir in the chopped cilantro', 'meanwhile , in a small skillet , melt the remaining 2 tbsp of butter', 'cook over moderate heat , swirling the pan occasionally until the butter is fragrant and starting to turn brown , about 5 minutes', 'ladle the cauliflower soup into individual soup bowls and drizzle the brown butter on top', 'sprinkle with crushed red pepper and serve immediately']",a soup bursting with flavour adapted from food & wine magazine.,"['unsalted butter', 'olive oil', 'onion', 'garlic cloves', 'head cauliflower', 'ground coriander', 'salt', 'fresh ground pepper', 'vegetable stock', 'egg', 'cornstarch', 'plain yogurt', 'fresh cilantro', 'crushed red pepper flakes']"
moroccan cauliflower with spices,"['heat the oil in a medium pan', 'add the ground and fresh coriander , onions and cauliflower florets , stir well and add the water', 'bring to the boil , then reduce heat to very low , cover and simmer for 15 to 20 minutes', 'take 1 and 1 / 2 tablespoons of the cauliflower ""stock"" from the pan and stir into the flour to make a smooth paste , then add back to the cauliflower in the pan', 'simmer for a few minutes , then season with ginger , cumin and lemon juice', 'leave for 1 to 2 minutes for the flavours to develop , then serve warm or at room temperature']","an excellent side dish.  for variation, the caulflower florets can be steamed and then added to the other ingredients, except the flour and water, and be served as a salad. taste and add more oil of necessary.","['extra virgin olive oil', 'ground coriander', 'coriander leaves', 'onions', 'cauliflower', 'water', 'plain flour', 'ginger', 'ground cumin', 'lemon juice']"
moroccan charoset balls,"['in food processor , process dates , raisins and walnuts until mixute is finely chops and begins to stick together', 'add wine until mixture becomes sticky', 'drop rounded teaspoonfuls onto wax paper lined baking sheet', 'with moistened hands , roll each mound into a hazelnut-size ball', 'refrigerate at least 3 hours']",these charoset balls are part of the moroccan passover tradition and are scooped up with romain lettuce at the seder. i received this recipe as part of a women's seder. the recipe can originally be found in the ,"['pitted dates', 'golden raisin', 'dark raisin', 'walnuts', 'wine']"
moroccan chermoula marinade,"['heat a frying pan and dry-fry the cumin and coriander seeds with the cinnamon until aromatic', 'grind with a pestle and mortar , or in a spice grinder', 'then either put all the ingredients in a blender and whiz them up , or pummel the whole lot in the pestle and mortar , adding one ingredient at a time in the above order', 'keeps well , refrigerated for a week']","chermoula is an ancient, but fashionable marinade, which varies in ingredient content from one moroccan kitchen to the next.","['cumin seed', 'coriander seed', 'ground cinnamon', 'garlic cloves', 'parsley sprigs', 'coriander sprigs', 'ground sumac', 'mild paprika', 'honey', 'light olive oil', 'fresh ground black pepper']"
moroccan chicken,"['cook chicken in skillet until done', 'stir in remaining ingredients', 'simmer 15 minutes', 'serve over couscous or hot rice']",my friend won a recipe contest with this recipe and somehow i can never find my copy so i am putting it on here for safe keeping.  it perfectly captures the flavors of moroccan food in a very simple recipe.,"['boneless chicken breasts', 'olive oil', 'salsa', 'raisins', 'black olives', 'honey', 'cinnamon', 'cumin']"
moroccan chicken   egg tagine,"['heat the olive oil over medium-low heat in a tagine', 'add the garlic , onion & chicken then brown until no longer pink', 'pour in the broth & lemon juice then stir in the parsley , cilantro and spices', 'cook covered until the chicken is thoroughly done', 'break eggs into a bowl & whisk', 'pour the egg mixture over the chicken & cook for another 10-15 minutes', 'serve hot']",this was emailed to me from zamourispices.com,"['olive oil', 'garlic clove', 'onion', 'boneless skinless chicken breasts', 'low sodium chicken broth', 'lemon', 'parsley', 'cilantro', 'la kama', 'salt', 'ginger', 'eggs', 'egg whites']"
moroccan chicken  crockpot,"['in 5 or 6-qt slow cooker , combine eggplant , tomatoes , bell pepper , raisins , onion , sun-dried tomatoes , tomato paste , vinegar , garlic , turmeric , 1 tsp of the salt and the pepper flakes', 'toss with large spoon to blend', 'place chicken thighs on top , boneside up', 'cover', 'cook on low for 7-8 hours or high for 2 1 / 2 - 3 hours , until chicken and vegetables are tender', 'remove chicken from cooker and debone , return to cooker', 'stir in chickpeas , peanut butter and remaining salt', 'reheat to simmer', 'serve over couscous']","this was published in a women's magazine over 10 years ago and has been one of my stand-by favorites of all time!  served over couscous completes this delicious meal.  *i have best success using low heat, all day cooking with this.","['eggplants', 'yellow pepper', 'roma tomato', 'raisins', 'red onion', 'sun-dried tomatoes packed in oil', 'tomato paste', 'balsamic vinegar', 'garlic cloves', 'turmeric', 'salt', 'hot red pepper flakes', 'chicken thighs', 'chickpeas', 'smooth peanut butter']"
